OrderID,OrderDate,Region,CustomerSegment,ProductCategory,SalesChannel,UnitsSold,UnitPrice,UnitCost,TotalRevenue,TotalCost,TotalProfit,ProfitMargin_Pct
1009262,2021-08-26,North America,B2B Enterprise,Server Hardware,Online Portal,31,762,294,23622,9114,14508,61.4
1003639,2021-08-26,APAC,B2C Retail,Enterprise Software,Direct Sales,29,252,166,7308,4814,2494,34.1
1002821,2021-08-26,EMEA,SMB,Cloud Services,Online Portal,33,42,29,1386,957,429,31.0
1003576,2021-08-26,EMEA,SMB,Enterprise Software,Direct Sales,16,234,114,3744,1824,1920,51.3
1005689,2021-08-26,EMEA,B2B Enterprise,Server Hardware,Direct Sales,23,684,484,15732,11132,4600,29.2
1000794,2021-08-26,EMEA,B2B Enterprise,Enterprise Software,Direct Sales,14,226,137,3164,1918,1246,39.4
1008654,2021-08-26,EMEA,B2C Retail,Server Hardware,Partner Network,32,793,475,25376,15200,10176,40.1
1006997,2021-08-26,North America,B2C Retail,Cloud Services,Partner Network,19,55,35,1045,665,380,36.4
1001021,2021-08-26,EMEA,B2C Retail,Consulting,Direct Sales,19,399,254,7581,4826,2755,36.3
1004361,2021-08-27,LATAM,SMB,Enterprise Software,Partner Network,16,245,145,3920,2320,1600,40.8
1002027,2021-08-27,EMEA,B2C Retail,Cloud Services,Online Portal,37,50,30,1850,1110,740,40.0
1006400,2021-08-27,APAC,B2B Enterprise,Consulting,Online Portal,28,343,136,9604,3808,5796,60.3
1007188,2021-08-27,North America,Government,Consulting,Partner Network,22,370,156,8140,3432,4708,57.8
1007155,2021-08-27,APAC,SMB,Server Hardware,Direct Sales,4,839,543,3356,2172,1184,35.3
1001015,2021-08-27,North America,SMB,Cloud Services,Direct Sales,26,49,35,1274,910,364,28.6
1008770,2021-08-27,North America,B2B Enterprise,Server Hardware,Partner Network,21,733,359,15393,7539,7854,51.0
1006966,2021-08-28,APAC,B2C Retail,Server Hardware,Online Portal,19,722,482,13718,9158,4560,33.2
1007224,2021-08-28,North America,B2C Retail,Enterprise Software,Partner Network,24,249,161,5976,3864,2112,35.3
1008472,2021-08-28,EMEA,B2C Retail,Server Hardware,Partner Network,18,851,361,15318,6498,8820,57.6
1006204,2021-08-28,EMEA,B2B Enterprise,Enterprise Software,Partner Network,13,269,123,3497,1599,1898,54.3
1004348,2021-08-28,LATAM,B2C Retail,Server Hardware,Partner Network,15,691,422,10365,6330,4035,38.9
1006243,2021-08-28,North America,B2C Retail,Server Hardware,Partner Network,34,844,361,28696,12274,16422,57.2
1002551,2021-08-28,APAC,B2B Enterprise,Cloud Services,Online Portal,6,42,26,252,156,96,38.1
1005352,2021-08-28,APAC,B2C Retail,Consulting,Direct Sales,26,359,132,9334,3432,5902,63.2
1005948,2021-08-29,APAC,B2C Retail,Enterprise Software,Direct Sales,8,221,84,1768,672,1096,62.0
1006892,2021-08-29,North America,B2C Retail,Enterprise Software,Direct Sales,12,258,145,3096,1740,1356,43.8
1005416,2021-08-29,North America,SMB,Enterprise Software,Partner Network,21,240,105,5040,2205,2835,56.2
1004214,2021-08-29,North America,B2C Retail,Server Hardware,Partner Network,25,802,561,20050,14025,6025,30.0
1000824,2021-08-29,North America,B2C Retail,Enterprise Software,Direct Sales,20,234,91,4680,1820,2860,61.1
1001998,2021-08-29,North America,B2C Retail,Server Hardware,Direct Sales,23,855,377,19665,8671,10994,55.9
1002615,2021-08-29,APAC,B2C Retail,Enterprise Software,Direct Sales,31,222,87,6882,2697,4185,60.8
1008747,2021-08-29,North America,B2C Retail,Consulting,Partner Network,22,407,241,8954,5302,3652,40.8
1009467,2021-08-29,APAC,B2C Retail,Cloud Services,Online Portal,6,51,30,306,180,126,41.2
1008799,2021-08-29,North America,B2B Enterprise,Cloud Services,Direct Sales,36,50,33,1800,1188,612,34.0
1002171,2021-08-29,North America,B2B Enterprise,Cloud Services,Partner Network,24,46,17,1104,408,696,63.0
1005211,2021-08-29,APAC,SMB,Server Hardware,Direct Sales,14,778,477,10892,6678,4214,38.7
1009204,2021-08-29,EMEA,B2B Enterprise,Enterprise Software,Direct Sales,13,260,186,3380,2418,962,28.5
1009934,2021-08-29,North America,B2B Enterprise,Server Hardware,Online Portal,25,849,312,21225,7800,13425,63.3
1002548,2021-08-30,North America,B2C Retail,Enterprise Software,Online Portal,35,274,164,9590,5740,3850,40.1
1007459,2021-08-30,LATAM,B2B Enterprise,Cloud Services,Online Portal,11,55,41,605,451,154,25.5
1002840,2021-08-30,EMEA,B2C Retail,Cloud Services,Direct Sales,27,51,27,1377,729,648,47.1
1003477,2021-08-30,EMEA,B2B Enterprise,Consulting,Direct Sales,3,449,230,1347,690,657,48.8
1007298,2021-08-30,EMEA,B2B Enterprise,Cloud Services,Online Portal,17,45,30,765,510,255,33.3
1004244,2021-08-30,North America,Government,Consulting,Direct Sales,25,357,188,8925,4700,4225,47.3
1005297,2021-08-30,North America,B2B Enterprise,Enterprise Software,Online Portal,32,267,167,8544,5344,3200,37.5
1001619,2021-08-30,EMEA,B2C Retail,Cloud Services,Partner Network,36,43,25,1548,900,648,41.9
1007475,2021-08-30,North America,SMB,Enterprise Software,Direct Sales,42,232,137,9744,5754,3990,40.9
1003595,2021-08-30,North America,Government,Enterprise Software,Direct Sales,36,234,106,8424,3816,4608,54.7
1008992,2021-08-30,EMEA,B2C Retail,Server Hardware,Online Portal,23,779,339,17917,7797,10120,56.5
1006414,2021-08-31,LATAM,B2B Enterprise,Consulting,Online Portal,28,430,322,12040,9016,3024,25.1
1009869,2021-08-31,North America,B2C Retail,Enterprise Software,Partner Network,21,217,112,4557,2352,2205,48.4
1008025,2021-08-31,EMEA,B2C Retail,Server Hardware,Partner Network,23,727,383,16721,8809,7912,47.3
1002069,2021-08-31,EMEA,B2B Enterprise,Cloud Services,Partner Network,34,56,36,1904,1224,680,35.7
1007931,2021-08-31,EMEA,B2C Retail,Server Hardware,Online Portal,38,785,544,29830,20672,9158,30.7
1000701,2021-08-31,LATAM,SMB,Cloud Services,Direct Sales,35,47,31,1645,1085,560,34.0
1006898,2021-08-31,EMEA,Government,Server Hardware,Direct Sales,24,718,322,17232,7728,9504,55.2
1005294,2021-08-31,EMEA,B2B Enterprise,Enterprise Software,Direct Sales,38,219,85,8322,3230,5092,61.2
1005864,2021-08-31,EMEA,B2B Enterprise,Enterprise Software,Partner Network,19,253,155,4807,2945,1862,38.7
1009384,2021-08-31,North America,B2B Enterprise,Enterprise Software,Partner Network,17,285,207,4845,3519,1326,27.4
1005080,2021-08-31,LATAM,B2C Retail,Server Hardware,Partner Network,15,774,482,11610,7230,4380,37.7
1003971,2021-08-31,North America,B2C Retail,Server Hardware,Direct Sales,13,825,371,10725,4823,5902,55.0
1001991,2021-08-31,EMEA,B2B Enterprise,Server Hardware,Online Portal,32,831,428,26592,13696,12896,48.5
1004153,2021-08-31,EMEA,B2C Retail,Cloud Services,Partner Network,17,56,22,952,374,578,60.7
1009246,2021-09-01,North America,B2C Retail,Server Hardware,Partner Network,28,771,424,21588,11872,9716,45.0
1006580,2021-09-01,EMEA,B2B Enterprise,Enterprise Software,Partner Network,22,224,90,4928,1980,2948,59.8
1006437,2021-09-01,LATAM,B2B Enterprise,Enterprise Software,Direct Sales,22,278,188,6116,4136,1980,32.4
1004272,2021-09-01,North America,B2C Retail,Cloud Services,Direct Sales,11,50,35,550,385,165,30.0
1009067,2021-09-01,APAC,B2B Enterprise,Cloud Services,Partner Network,30,47,21,1410,630,780,55.3
1007466,2021-09-01,APAC,B2B Enterprise,Server Hardware,Online Portal,21,645,311,13545,6531,7014,51.8
1003724,2021-09-01,APAC,B2B Enterprise,Server Hardware,Direct Sales,18,700,326,12600,5868,6732,53.4
1008755,2021-09-01,APAC,B2B Enterprise,Cloud Services,Partner Network,37,50,27,1850,999,851,46.0
1001792,2021-09-01,LATAM,B2C Retail,Server Hardware,Direct Sales,23,811,386,18653,8878,9775,52.4
1003870,2021-09-02,EMEA,B2B Enterprise,Enterprise Software,Direct Sales,11,219,119,2409,1309,1100,45.7
1002826,2021-09-02,APAC,B2C Retail,Consulting,Partner Network,37,359,262,13283,9694,3589,27.0
1000655,2021-09-02,LATAM,SMB,Cloud Services,Partner Network,25,52,24,1300,600,700,53.8
1002883,2021-09-02,North America,B2C Retail,Cloud Services,Partner Network,29,50,22,1450,638,812,56.0
1006342,2021-09-02,EMEA,B2B Enterprise,Enterprise Software,Direct Sales,23,283,182,6509,4186,2323,35.7
1006333,2021-09-02,North America,Government,Cloud Services,Direct Sales,22,53,19,1166,418,748,64.2
1006520,2021-09-02,EMEA,SMB,Server Hardware,Partner Network,21,846,474,17766,9954,7812,44.0
1001232,2021-09-03,EMEA,B2C Retail,Enterprise Software,Online Portal,24,277,100,6648,2400,4248,63.9
1002973,2021-09-03,EMEA,B2B Enterprise,Consulting,Direct Sales,44,398,229,17512,10076,7436,42.5
1000253,2021-09-03,APAC,SMB,Cloud Services,Online Portal,35,54,28,1890,980,910,48.1
1005751,2021-09-03,North America,B2B Enterprise,Cloud Services,Direct Sales,12,53,22,636,264,372,58.5
1004710,2021-09-03,North America,B2B Enterprise,Server Hardware,Direct Sales,18,757,547,13626,9846,3780,27.7
1008769,2021-09-03,EMEA,B2B Enterprise,Cloud Services,Partner Network,32,46,29,1472,928,544,37.0
1003484,2021-09-03,North America,B2C Retail,Cloud Services,Online Portal,14,55,31,770,434,336,43.6
1004399,2021-09-03,North America,Government,Enterprise Software,Partner Network,34,233,161,7922,5474,2448,30.9
1007067,2021-09-04,North America,B2B Enterprise,Consulting,Online Portal,22,363,158,7986,3476,4510,56.5
1009115,2021-09-04,EMEA,B2C Retail,Enterprise Software,Direct Sales,34,259,165,8806,5610,3196,36.3
1003272,2021-09-04,APAC,B2C Retail,Cloud Services,Online Portal,33,57,38,1881,1254,627,33.3
1004426,2021-09-04,EMEA,B2C Retail,Server Hardware,Direct Sales,28,693,345,19404,9660,9744,50.2
1004904,2021-09-04,North America,B2C Retail,Cloud Services,Online Portal,31,54,31,1674,961,713,42.6
1002719,2021-09-04,EMEA,B2B Enterprise,Cloud Services,Direct Sales,26,42,14,1092,364,728,66.7
1007534,2021-09-04,EMEA,SMB,Enterprise Software,Direct Sales,19,268,109,5092,2071,3021,59.3
1009183,2021-09-04,North America,B2B Enterprise,Cloud Services,Partner Network,28,53,21,1484,588,896,60.4
1006764,2021-09-05,North America,B2B Enterprise,Enterprise Software,Partner Network,3,272,165,816,495,321,39.3
1008280,2021-09-05,EMEA,B2B Enterprise,Server Hardware,Direct Sales,21,767,563,16107,11823,4284,26.6
1007277,2021-09-05,APAC,B2B Enterprise,Cloud Services,Partner Network,24,46,18,1104,432,672,60.9
1002966,2021-09-05,North America,B2B Enterprise,Cloud Services,Direct Sales,28,54,38,1512,1064,448,29.6
1007469,2021-09-05,EMEA,B2C Retail,Server Hardware,Partner Network,31,842,533,26102,16523,9579,36.7
1003765,2021-09-05,EMEA,B2C Retail,Server Hardware,Partner Network,25,696,500,17400,12500,4900,28.2
1005897,2021-09-05,EMEA,Government,Enterprise Software,Partner Network,35,214,130,7490,4550,2940,39.3
1005905,2021-09-05,North America,SMB,Server Hardware,Direct Sales,21,814,439,17094,9219,7875,46.1
1000577,2021-09-05,North America,B2C Retail,Cloud Services,Partner Network,32,43,17,1376,544,832,60.5
1000652,2021-09-05,APAC,B2B Enterprise,Cloud Services,Partner Network,22,46,27,1012,594,418,41.3
1007585,2021-09-05,North America,Government,Server Hardware,Direct Sales,16,794,355,12704,5680,7024,55.3
1000159,2021-09-05,North America,B2B Enterprise,Server Hardware,Direct Sales,31,739,517,22909,16027,6882,30.0
1006222,2021-09-06,APAC,B2B Enterprise,Enterprise Software,Direct Sales,24,237,125,5688,3000,2688,47.3
1005819,2021-09-06,North America,B2B Enterprise,Cloud Services,Direct Sales,22,53,33,1166,726,440,37.7
1000456,2021-09-06,North America,B2B Enterprise,Enterprise Software,Direct Sales,23,252,153,5796,3519,2277,39.3
1002998,2021-09-06,LATAM,B2B Enterprise,Server Hardware,Partner Network,28,695,379,19460,10612,8848,45.5
1004496,2021-09-06,North America,B2C Retail,Cloud Services,Direct Sales,16,49,18,784,288,496,63.3
1000813,2021-09-06,North America,SMB,Cloud Services,Direct Sales,26,57,32,1482,832,650,43.9
1001644,2021-09-06,North America,B2C Retail,Server Hardware,Direct Sales,14,776,563,10864,7882,2982,27.4
1008183,2021-09-06,APAC,B2C Retail,Cloud Services,Partner Network,26,48,31,1248,806,442,35.4
1005750,2021-09-07,EMEA,B2C Retail,Cloud Services,Partner Network,24,55,19,1320,456,864,65.5
1001887,2021-09-07,LATAM,B2B Enterprise,Cloud Services,Direct Sales,29,44,17,1276,493,783,61.4
1007028,2021-09-07,North America,Government,Cloud Services,Online Portal,13,51,33,663,429,234,35.3
1007733,2021-09-07,North America,B2C Retail,Enterprise Software,Partner Network,25,259,91,6475,2275,4200,64.9
1005265,2021-09-07,EMEA,B2C Retail,Enterprise Software,Partner Network,16,263,122,4208,1952,2256,53.6
1009942,2021-09-07,EMEA,B2C Retail,Server Hardware,Direct Sales,45,742,545,33390,24525,8865,26.5
1008772,2021-09-07,EMEA,SMB,Cloud Services,Online Portal,17,43,19,731,323,408,55.8
1001478,2021-09-07,North America,B2C Retail,Server Hardware,Partner Network,16,793,411,12688,6576,6112,48.2
1004677,2021-09-07,LATAM,SMB,Cloud Services,Direct Sales,36,50,28,1800,1008,792,44.0
1006809,2021-09-07,North America,B2C Retail,Cloud Services,Direct Sales,11,52,24,572,264,308,53.8
1001049,2021-09-08,APAC,B2B Enterprise,Server Hardware,Direct Sales,38,669,366,25422,13908,11514,45.3
1006548,2021-09-08,North America,B2B Enterprise,Server Hardware,Online Portal,28,724,343,20272,9604,10668,52.6
1006771,2021-09-08,North America,SMB,Server Hardware,Partner Network,25,671,413,16775,10325,6450,38.5
1007493,2021-09-08,North America,B2B Enterprise,Consulting,Partner Network,25,437,208,10925,5200,5725,52.4
1001150,2021-09-08,North America,B2C Retail,Cloud Services,Partner Network,15,49,25,735,375,360,49.0
1004695,2021-09-08,North America,B2C Retail,Enterprise Software,Partner Network,23,266,159,6118,3657,2461,40.2
1001737,2021-09-08,North America,B2B Enterprise,Server Hardware,Partner Network,14,667,499,9338,6986,2352,25.2
1003016,2021-09-08,North America,B2C Retail,Consulting,Online Portal,9,429,262,3861,2358,1503,38.9
1006532,2021-09-09,North America,B2C Retail,Enterprise Software,Online Portal,40,283,142,11320,5680,5640,49.8
1001627,2021-09-09,EMEA,B2C Retail,Consulting,Partner Network,37,397,148,14689,5476,9213,62.7
1008576,2021-09-09,North America,B2C Retail,Enterprise Software,Direct Sales,25,220,143,5500,3575,1925,35.0
1007644,2021-09-09,LATAM,SMB,Server Hardware,Direct Sales,34,693,298,23562,10132,13430,57.0
1009904,2021-09-09,EMEA,Government,Server Hardware,Direct Sales,34,769,336,26146,11424,14722,56.3
1006134,2021-09-09,North America,Government,Cloud Services,Partner Network,16,53,32,848,512,336,39.6
1008805,2021-09-09,EMEA,B2B Enterprise,Cloud Services,Partner Network,4,54,29,216,116,100,46.3
1007311,2021-09-09,EMEA,Government,Server Hardware,Partner Network,17,690,367,11730,6239,5491,46.8
1009354,2021-09-10,EMEA,B2B Enterprise,Consulting,Direct Sales,3,341,178,1023,534,489,47.8
1007675,2021-09-10,North America,Government,Server Hardware,Direct Sales,17,637,384,10829,6528,4301,39.7
1004000,2021-09-10,North America,B2C Retail,Cloud Services,Direct Sales,16,55,33,880,528,352,40.0
1008632,2021-09-10,North America,Government,Enterprise Software,Online Portal,40,280,205,11200,8200,3000,26.8
1008687,2021-09-10,APAC,B2C Retail,Cloud Services,Online Portal,38,44,27,1672,1026,646,38.6
1008895,2021-09-10,EMEA,B2B Enterprise,Enterprise Software,Online Portal,45,272,190,12240,8550,3690,30.1
1003774,2021-09-10,EMEA,B2C Retail,Enterprise Software,Direct Sales,7,244,96,1708,672,1036,60.7
1003565,2021-09-10,North America,B2C Retail,Enterprise Software,Partner Network,25,280,141,7000,3525,3475,49.6
1002750,2021-09-10,LATAM,B2B Enterprise,Enterprise Software,Direct Sales,42,215,112,9030,4704,4326,47.9
1009030,2021-09-11,LATAM,B2C Retail,Enterprise Software,Online Portal,24,248,120,5952,2880,3072,51.6
1000999,2021-09-11,EMEA,B2B Enterprise,Cloud Services,Partner Network,30,49,36,1470,1080,390,26.5
1003580,2021-09-11,APAC,B2B Enterprise,Consulting,Online Portal,46,446,215,20516,9890,10626,51.8
1007007,2021-09-11,North America,B2C Retail,Cloud Services,Partner Network,38,56,23,2128,874,1254,58.9
1003373,2021-09-11,LATAM,B2B Enterprise,Cloud Services,Direct Sales,43,48,32,2064,1376,688,33.3
1007402,2021-09-11,APAC,B2C Retail,Enterprise Software,Online Portal,23,276,150,6348,3450,2898,45.7
1006444,2021-09-11,North America,B2B Enterprise,Cloud Services,Partner Network,32,56,30,1792,960,832,46.4
1006486,2021-09-11,EMEA,SMB,Server Hardware,Online Portal,22,826,404,18172,8888,9284,51.1
1009639,2021-09-11,North America,B2C Retail,Cloud Services,Partner Network,22,45,24,990,528,462,46.7
1007525,2021-09-11,North America,B2B Enterprise,Server Hardware,Partner Network,17,781,466,13277,7922,5355,40.3
1005185,2021-09-11,North America,B2B Enterprise,Cloud Services,Partner Network,5,48,24,240,120,120,50.0
1009824,2021-09-12,North America,B2B Enterprise,Server Hardware,Partner Network,23,767,356,17641,8188,9453,53.6
1002684,2021-09-12,APAC,SMB,Cloud Services,Partner Network,28,46,27,1288,756,532,41.3
1001676,2021-09-12,North America,B2C Retail,Cloud Services,Online Portal,37,45,26,1665,962,703,42.2
1008227,2021-09-12,North America,Government,Cloud Services,Online Portal,46,56,41,2576,1886,690,26.8
1000748,2021-09-12,EMEA,B2B Enterprise,Enterprise Software,Online Portal,18,264,196,4752,3528,1224,25.8
1008326,2021-09-12,North America,B2C Retail,Cloud Services,Online Portal,23,48,32,1104,736,368,33.3
1001548,2021-09-12,EMEA,SMB,Cloud Services,Partner Network,32,52,22,1664,704,960,57.7
1006326,2021-09-12,North America,SMB,Enterprise Software,Partner Network,19,250,135,4750,2565,2185,46.0
1008445,2021-09-12,North America,B2C Retail,Cloud Services,Online Portal,16,45,19,720,304,416,57.8
1008797,2021-09-12,North America,B2B Enterprise,Enterprise Software,Partner Network,33,270,95,8910,3135,5775,64.8
1009781,2021-09-13,North America,B2B Enterprise,Cloud Services,Partner Network,35,53,31,1855,1085,770,41.5
1008876,2021-09-13,North America,B2B Enterprise,Enterprise Software,Direct Sales,22,221,152,4862,3344,1518,31.2
1001430,2021-09-13,North America,B2C Retail,Server Hardware,Partner Network,28,804,301,22512,8428,14084,62.6
1008814,2021-09-13,EMEA,B2C Retail,Server Hardware,Partner Network,28,655,485,18340,13580,4760,26.0
1008534,2021-09-13,EMEA,B2B Enterprise,Server Hardware,Direct Sales,37,698,271,25826,10027,15799,61.2
1000038,2021-09-13,EMEA,Government,Enterprise Software,Direct Sales,11,265,149,2915,1639,1276,43.8
1000396,2021-09-13,APAC,Government,Server Hardware,Direct Sales,7,738,469,5166,3283,1883,36.4
1008962,2021-09-13,North America,B2B Enterprise,Server Hardware,Online Portal,27,859,637,23193,17199,5994,25.8
1007404,2021-09-13,North America,B2C Retail,Server Hardware,Online Portal,17,857,548,14569,9316,5253,36.1
1007782,2021-09-13,EMEA,SMB,Consulting,Partner Network,26,443,294,11518,7644,3874,33.6
1007682,2021-09-13,EMEA,B2B Enterprise,Server Hardware,Partner Network,22,839,298,18458,6556,11902,64.5
1001691,2021-09-14,North America,SMB,Enterprise Software,Partner Network,20,284,111,5680,2220,3460,60.9
1007167,2021-09-14,North America,B2C Retail,Consulting,Online Portal,23,446,334,10258,7682,2576,25.1
1006420,2021-09-14,APAC,B2C Retail,Cloud Services,Direct Sales,13,45,16,585,208,377,64.4
1001663,2021-09-14,EMEA,B2B Enterprise,Enterprise Software,Online Portal,18,219,97,3942,1746,2196,55.7
1004534,2021-09-14,North America,B2B Enterprise,Server Hardware,Direct Sales,32,718,344,22976,11008,11968,52.1
1004648,2021-09-14,EMEA,B2C Retail,Enterprise Software,Direct Sales,8,241,94,1928,752,1176,61.0
1009520,2021-09-14,EMEA,B2C Retail,Enterprise Software,Partner Network,35,250,131,8750,4585,4165,47.6
1008785,2021-09-14,APAC,Government,Cloud Services,Direct Sales,27,43,16,1161,432,729,62.8
1007609,2021-09-15,EMEA,B2C Retail,Consulting,Partner Network,24,405,209,9720,5016,4704,48.4
1009761,2021-09-15,EMEA,B2C Retail,Cloud Services,Direct Sales,16,45,20,720,320,400,55.6
1008374,2021-09-15,EMEA,B2B Enterprise,Enterprise Software,Partner Network,23,225,148,5175,3404,1771,34.2
1000144,2021-09-15,North America,Government,Cloud Services,Partner Network,27,57,21,1539,567,972,63.2
1004729,2021-09-15,North America,SMB,Enterprise Software,Online Portal,25,270,114,6750,2850,3900,57.8
1005577,2021-09-15,APAC,B2C Retail,Enterprise Software,Direct Sales,26,272,189,7072,4914,2158,30.5
1001057,2021-09-15,North America,B2B Enterprise,Consulting,Partner Network,36,383,191,13788,6876,6912,50.1
1000871,2021-09-16,North America,B2C Retail,Cloud Services,Partner Network,17,57,40,969,680,289,29.8
1003278,2021-09-16,APAC,SMB,Enterprise Software,Partner Network,25,217,119,5425,2975,2450,45.2
1007379,2021-09-16,North America,B2C Retail,Server Hardware,Direct Sales,28,801,296,22428,8288,14140,63.0
1004560,2021-09-16,North America,Government,Cloud Services,Online Portal,14,53,37,742,518,224,30.2
1000677,2021-09-16,North America,B2C Retail,Enterprise Software,Direct Sales,42,256,138,10752,5796,4956,46.1
1007822,2021-09-16,North America,B2C Retail,Cloud Services,Direct Sales,20,50,22,1000,440,560,56.0
1007950,2021-09-16,EMEA,B2C Retail,Server Hardware,Direct Sales,10,671,314,6710,3140,3570,53.2
1001593,2021-09-16,APAC,B2B Enterprise,Consulting,Partner Network,34,442,276,15028,9384,5644,37.6
1009080,2021-09-16,North America,B2C Retail,Enterprise Software,Partner Network,23,240,125,5520,2875,2645,47.9
1008920,2021-09-16,EMEA,B2C Retail,Server Hardware,Direct Sales,41,845,587,34645,24067,10578,30.5
1000556,2021-09-16,EMEA,B2C Retail,Cloud Services,Direct Sales,20,45,21,900,420,480,53.3
1001112,2021-09-16,North America,B2B Enterprise,Cloud Services,Online Portal,33,46,31,1518,1023,495,32.6
1008667,2021-09-16,North America,B2B Enterprise,Cloud Services,Online Portal,18,55,25,990,450,540,54.5
1009867,2021-09-16,APAC,B2C Retail,Consulting,Direct Sales,26,393,254,10218,6604,3614,35.4
1001082,2021-09-17,North America,Government,Server Hardware,Direct Sales,21,753,265,15813,5565,10248,64.8
1002639,2021-09-17,North America,B2C Retail,Enterprise Software,Partner Network,28,225,93,6300,2604,3696,58.7
1000672,2021-09-17,EMEA,B2B Enterprise,Server Hardware,Direct Sales,21,745,541,15645,11361,4284,27.4
1006207,2021-09-17,EMEA,SMB,Cloud Services,Partner Network,26,51,33,1326,858,468,35.3
1009958,2021-09-17,North America,B2C Retail,Server Hardware,Direct Sales,31,849,520,26319,16120,10199,38.8
1005653,2021-09-17,North America,B2C Retail,Cloud Services,Direct Sales,36,49,25,1764,900,864,49.0
1002838,2021-09-17,North America,B2B Enterprise,Consulting,Online Portal,47,388,148,18236,6956,11280,61.9
1005929,2021-09-17,APAC,B2B Enterprise,Enterprise Software,Online Portal,29,226,100,6554,2900,3654,55.8
1003135,2021-09-18,EMEA,B2C Retail,Server Hardware,Online Portal,29,674,440,19546,12760,6786,34.7
1007453,2021-09-18,EMEA,SMB,Cloud Services,Direct Sales,35,49,23,1715,805,910,53.1
1006018,2021-09-18,EMEA,Government,Server Hardware,Direct Sales,23,791,356,18193,8188,10005,55.0
1005486,2021-09-18,North America,Government,Cloud Services,Partner Network,26,44,26,1144,676,468,40.9
1002073,2021-09-18,North America,B2C Retail,Cloud Services,Online Portal,26,46,16,1196,416,780,65.2
1009071,2021-09-18,EMEA,SMB,Cloud Services,Direct Sales,19,49,22,931,418,513,55.1
1000404,2021-09-18,North America,B2C Retail,Enterprise Software,Partner Network,20,281,198,5620,3960,1660,29.5
1007716,2021-09-18,APAC,SMB,Cloud Services,Online Portal,17,50,36,850,612,238,28.0
1008656,2021-09-18,EMEA,B2C Retail,Cloud Services,Partner Network,21,49,21,1029,441,588,57.1
1006969,2021-09-19,EMEA,B2C Retail,Cloud Services,Partner Network,33,52,24,1716,792,924,53.8
1007108,2021-09-19,North America,B2C Retail,Consulting,Online Portal,1,438,284,438,284,154,35.2
1004167,2021-09-19,North America,Government,Enterprise Software,Partner Network,22,275,158,6050,3476,2574,42.5
1008915,2021-09-19,APAC,B2B Enterprise,Server Hardware,Partner Network,29,827,443,23983,12847,11136,46.4
1001369,2021-09-19,North America,B2B Enterprise,Enterprise Software,Direct Sales,16,246,88,3936,1408,2528,64.2
1007834,2021-09-19,EMEA,SMB,Server Hardware,Partner Network,27,841,541,22707,14607,8100,35.7
1000325,2021-09-19,North America,B2C Retail,Enterprise Software,Partner Network,12,251,135,3012,1620,1392,46.2
1008608,2021-09-19,EMEA,B2B Enterprise,Server Hardware,Partner Network,1,857,331,857,331,526,61.4
1000520,2021-09-19,North America,B2C Retail,Server Hardware,Partner Network,8,840,539,6720,4312,2408,35.8
1005549,2021-09-19,North America,B2B Enterprise,Server Hardware,Partner Network,38,782,383,29716,14554,15162,51.0
1009420,2021-09-19,North America,B2C Retail,Cloud Services,Direct Sales,27,54,39,1458,1053,405,27.8
1009197,2021-09-19,North America,SMB,Cloud Services,Direct Sales,39,48,22,1872,858,1014,54.2
1007789,2021-09-19,EMEA,Government,Consulting,Partner Network,36,392,157,14112,5652,8460,59.9
1007714,2021-09-20,North America,B2B Enterprise,Cloud Services,Direct Sales,37,48,34,1776,1258,518,29.2
1004415,2021-09-20,North America,B2B Enterprise,Server Hardware,Direct Sales,31,841,428,26071,13268,12803,49.1
1008070,2021-09-20,LATAM,B2B Enterprise,Server Hardware,Online Portal,34,736,451,25024,15334,9690,38.7
1001670,2021-09-20,North America,B2C Retail,Consulting,Partner Network,22,441,212,9702,4664,5038,51.9
1003788,2021-09-20,APAC,Government,Cloud Services,Partner Network,26,48,18,1248,468,780,62.5
1004030,2021-09-20,North America,B2B Enterprise,Server Hardware,Online Portal,33,660,245,21780,8085,13695,62.9
1003462,2021-09-20,LATAM,B2C Retail,Server Hardware,Direct Sales,26,733,425,19058,11050,8008,42.0
1000145,2021-09-20,North America,B2B Enterprise,Cloud Services,Partner Network,32,50,17,1600,544,1056,66.0
1006615,2021-09-20,LATAM,Government,Enterprise Software,Partner Network,24,280,146,6720,3504,3216,47.9
1003013,2021-09-21,North America,B2B Enterprise,Server Hardware,Direct Sales,11,758,334,8338,3674,4664,55.9
1009857,2021-09-21,North America,B2B Enterprise,Enterprise Software,Online Portal,21,233,104,4893,2184,2709,55.4
1001793,2021-09-21,EMEA,SMB,Cloud Services,Partner Network,31,53,35,1643,1085,558,34.0
1008847,2021-09-21,LATAM,B2B Enterprise,Cloud Services,Direct Sales,26,52,35,1352,910,442,32.7
1006416,2021-09-21,North America,SMB,Consulting,Online Portal,12,380,233,4560,2796,1764,38.7
1008807,2021-09-21,EMEA,B2C Retail,Cloud Services,Online Portal,24,43,29,1032,696,336,32.6
1001672,2021-09-22,North America,B2B Enterprise,Cloud Services,Online Portal,21,52,38,1092,798,294,26.9
1008128,2021-09-22,North America,B2C Retail,Consulting,Direct Sales,23,402,301,9246,6923,2323,25.1
1009646,2021-09-22,EMEA,B2C Retail,Server Hardware,Partner Network,30,674,423,20220,12690,7530,37.2
1003535,2021-09-22,North America,B2C Retail,Enterprise Software,Direct Sales,40,258,144,10320,5760,4560,44.2
