customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label,avg_calls_per_month,frustration_index,contract_type_encoded,network_type_encoded,churn_probability,Customer_Segment
TEL-10998,65,Month-to-Month,4G,54.95,610,21,1,3,0,9.24,10.5,2,0,0.3646541986550889,At Risk
TEL-10999,2,Month-to-Month,4G,51.34,474,27,2,0,0,158.0,3.0,2,0,0.2654974631403024,Loyal
TEL-11000,66,Month-to-Month,5G,21.1,570,17,1,1,0,8.51,4.5,2,1,0.070916338115908,Loyal
TEL-11001,39,Month-to-Month,4G,65.26,469,37,3,0,1,11.73,4.5,2,0,0.16767238435051518,Loyal
TEL-11002,68,Month-to-Month,4G,29.95,579,37,0,1,0,8.39,3.0,2,0,0.1735910393157781,Loyal
TEL-11003,33,Month-to-Month,5G,114.19,0,96,0,0,1,0.0,0.0,2,1,0.9917898832684824,Dormant
TEL-11004,65,Month-to-Month,5G,70.78,616,27,4,1,0,9.33,9.0,2,1,0.22637203552503013,At Risk
TEL-11005,24,Month-to-Month,4G,90.54,723,23,0,2,1,28.92,6.0,2,0,0.28068521596164286,Loyal
TEL-11006,64,Month-to-Month,4G,62.37,589,25,4,0,1,9.06,6.0,2,0,0.22736801814826893,Loyal
TEL-11007,55,1-Year,4G,84.5,453,38,3,0,0,8.09,4.5,0,0,0.030577937176335727,Loyal
TEL-11008,28,Month-to-Month,5G,51.45,554,39,0,0,0,19.1,0.0,2,1,0.07023039140405764,Loyal
TEL-11009,45,Month-to-Month,4G,114.32,642,39,6,1,1,13.96,12.0,2,0,0.3782117724341887,At Risk
TEL-11010,22,Month-to-Month,4G,119.93,604,24,2,0,0,26.26,3.0,2,0,0.33433001520471783,Loyal
TEL-11011,39,Month-to-Month,4G,82.12,315,11,0,0,0,7.88,0.0,2,0,0.17055539752157167,Loyal
TEL-11012,16,Month-to-Month,5G,41.62,517,20,2,0,0,30.41,3.0,2,1,0.17339989304120512,Loyal
TEL-11013,8,2-Year,4G,98.31,320,21,0,1,0,35.56,3.0,1,0,0.07018043907477446,Loyal
TEL-11014,58,Month-to-Month,4G,68.13,171,13,1,3,0,2.9,10.5,2,0,0.2932802937026226,At Risk
TEL-11015,14,1-Year,5G,96.11,271,29,0,0,0,18.07,0.0,0,1,0.038140118760636985,Loyal
TEL-11016,6,Month-to-Month,4G,100.84,358,27,2,0,0,51.14,3.0,2,0,0.27733358138985337,Loyal
TEL-11017,35,Month-to-Month,5G,32.78,0,98,0,0,1,0.0,0.0,2,1,1.0,Dormant
TEL-11018,52,1-Year,4G,53.51,511,39,1,3,0,9.64,10.5,0,0,0.1331855415212826,At Risk
TEL-11019,42,1-Year,4G,33.07,594,16,0,2,0,13.81,6.0,0,0,0.05493270463339409,Loyal
TEL-11020,31,1-Year,4G,23.34,0,83,0,0,1,0.0,0.0,0,0,1.0,Dormant
TEL-11021,31,Month-to-Month,4G,49.34,568,41,1,0,0,17.75,1.5,2,0,0.16495360233004103,Loyal
TEL-11022,70,Month-to-Month,4G,51.96,718,12,1,0,0,10.11,1.5,2,0,0.16834300035033867,Loyal
TEL-11023,36,Month-to-Month,5G,87.84,352,19,0,0,0,9.51,0.0,2,1,0.06465108940454284,Loyal
TEL-11024,27,Month-to-Month,4G,57.19,615,23,13,1,0,21.96,22.5,2,0,0.4080032196770275,At Risk
TEL-11025,51,Month-to-Month,5G,27.7,282,10,0,0,0,5.42,0.0,2,1,0.07177366271577863,Loyal
TEL-11026,21,2-Year,4G,114.76,395,27,2,0,0,17.95,3.0,1,0,0.06697638772787727,Loyal
TEL-11027,9,1-Year,5G,24.49,271,52,8,0,0,27.1,12.0,0,1,0.17098998300272977,At Risk
TEL-11028,34,Month-to-Month,4G,105.63,552,20,1,0,0,15.77,1.5,2,0,0.18801427147794378,Loyal
TEL-11029,26,Month-to-Month,4G,95.33,574,23,1,0,1,21.26,1.5,2,0,0.1764661724015911,Loyal
TEL-11030,19,1-Year,5G,90.86,724,40,2,0,0,36.2,3.0,0,1,0.032950004083802144,Loyal
TEL-11031,21,2-Year,5G,20.56,513,17,3,1,0,23.32,7.5,1,1,0.1252870932635384,Loyal
TEL-11032,6,1-Year,5G,114.43,379,28,3,2,0,54.14,10.5,0,1,0.16207166498040768,At Risk
TEL-11033,27,1-Year,5G,21.02,457,23,0,4,0,16.32,12.0,0,1,0.09878212264513304,At Risk
TEL-11034,62,2-Year,4G,50.53,420,30,2,1,0,6.67,6.0,1,0,0.04935296794027411,Loyal
TEL-11035,19,1-Year,4G,38.29,661,27,0,0,0,33.05,0.0,0,0,0.05729553139820454,Loyal
TEL-11036,4,Month-to-Month,4G,77.79,314,28,2,1,0,62.8,6.0,2,0,0.3135668601982261,Loyal
TEL-11037,52,1-Year,4G,44.05,908,34,0,1,0,17.13,3.0,0,0,0.035613384960924394,Loyal
TEL-11038,13,Month-to-Month,5G,49.05,576,26,0,0,0,41.14,0.0,2,1,0.15674519403688225,Loyal
TEL-11039,26,2-Year,4G,107.07,654,32,0,0,0,24.22,0.0,1,0,0.04224105907206364,Loyal
TEL-11040,15,Month-to-Month,4G,101.41,591,24,4,1,0,36.94,9.0,2,0,0.4712270902768815,At Risk
TEL-11041,61,Month-to-Month,5G,102.79,472,46,1,4,0,7.61,13.5,2,1,0.22455196810473083,At Risk
TEL-11042,16,1-Year,5G,59.8,666,12,3,3,0,39.18,13.5,0,1,0.19867499195993335,At Risk
TEL-11043,44,2-Year,4G,20.61,344,27,3,3,0,7.64,13.5,1,0,0.14089551277786533,At Risk
TEL-11044,64,Month-to-Month,4G,26.43,403,35,1,0,0,6.2,1.5,2,0,0.16551881785963743,Loyal
TEL-11045,44,1-Year,4G,60.2,367,35,0,0,0,8.16,0.0,0,0,0.03333909282328924,Loyal
TEL-11046,59,1-Year,4G,107.41,550,31,0,0,0,9.17,0.0,0,0,0.028129193918390194,Loyal
TEL-11047,8,Month-to-Month,4G,79.36,753,29,3,1,0,83.67,7.5,2,0,0.46430499779537304,Loyal
TEL-11048,26,Month-to-Month,5G,29.08,446,22,3,3,0,16.52,13.5,2,1,0.3053377250314498,At Risk
TEL-11049,48,Month-to-Month,5G,33.16,516,25,3,2,0,10.53,10.5,2,1,0.2510633914849956,At Risk
TEL-11050,37,2-Year,5G,33.72,632,29,3,0,0,16.63,4.5,1,1,0.017246008242545855,Loyal
TEL-11051,63,Month-to-Month,4G,57.29,464,39,1,0,0,7.25,1.5,2,0,0.16269612681065193,Loyal
TEL-11052,27,Month-to-Month,4G,30.72,715,10,0,0,0,25.54,0.0,2,0,0.1951791689484087,Loyal
TEL-11053,13,Month-to-Month,5G,60.59,504,30,0,0,0,36.0,0.0,2,1,0.1404079298871833,Loyal
TEL-11054,69,Month-to-Month,4G,99.16,420,34,4,0,0,6.0,6.0,2,0,0.2298444534062853,Loyal
TEL-11055,63,2-Year,4G,77.69,397,27,2,0,0,6.2,3.0,1,0,0.02649787278498994,Loyal
TEL-11056,15,Month-to-Month,5G,41.68,489,26,3,1,0,30.56,7.5,2,1,0.3488368796982889,Loyal
TEL-11057,3,Month-to-Month,5G,81.04,334,35,0,1,0,83.5,3.0,2,1,0.1457038047397626,Loyal
TEL-11058,46,1-Year,4G,101.08,345,26,1,3,0,7.34,10.5,0,0,0.14455383457571078,At Risk
TEL-11059,12,2-Year,4G,60.14,800,36,7,0,0,61.54,10.5,1,0,0.2576492223282231,At Risk
TEL-11060,62,2-Year,5G,74.79,777,39,0,0,0,12.33,0.0,1,1,0.020619690479325044,Loyal
TEL-11061,46,Month-to-Month,4G,94.55,689,34,0,1,0,14.66,3.0,2,0,0.1836623662333799,Loyal
TEL-11062,21,2-Year,4G,31.87,770,21,0,2,0,35.0,6.0,1,0,0.11167083268232288,Loyal
TEL-11063,30,1-Year,5G,102.01,711,26,3,1,0,22.94,7.5,0,1,0.07613335158973913,Loyal
TEL-11064,62,2-Year,4G,77.93,295,31,3,1,0,4.68,7.5,1,0,0.09362971282217714,Loyal
TEL-11065,28,1-Year,4G,80.8,570,29,2,0,0,19.66,3.0,0,0,0.03296261250059871,Loyal
TEL-11066,17,Month-to-Month,4G,93.67,394,45,5,0,0,21.89,7.5,2,0,0.44999275508394215,Loyal
TEL-11067,10,Month-to-Month,5G,57.68,618,49,0,0,0,56.18,0.0,2,1,0.1504796972303826,Loyal
TEL-11068,38,Month-to-Month,4G,27.52,677,12,3,0,0,17.36,4.5,2,0,0.17582951802570537,Loyal
TEL-11069,53,1-Year,4G,61.34,528,24,2,1,0,9.78,6.0,0,0,0.054181381629786314,Loyal
TEL-11070,4,Month-to-Month,5G,64.97,432,32,0,1,0,86.4,3.0,2,1,0.1411810328900374,Loyal
TEL-11071,9,Month-to-Month,5G,78.13,315,21,1,0,0,31.5,1.5,2,1,0.14546401108172272,Loyal
TEL-11072,47,Month-to-Month,4G,87.79,206,33,0,0,1,4.29,0.0,2,0,0.1647432862846939,Loyal
TEL-11073,40,Month-to-Month,4G,75.03,610,13,7,0,1,14.88,10.5,2,0,0.42104840682860045,At Risk
TEL-11074,17,1-Year,5G,96.23,542,21,0,2,0,30.11,6.0,0,1,0.03442488035599785,Loyal
TEL-11075,67,Month-to-Month,5G,97.86,528,43,3,0,0,7.76,4.5,2,1,0.08091615708587219,Loyal
TEL-11076,52,1-Year,5G,64.65,588,39,1,0,0,11.09,1.5,0,1,0.01652968904490797,Loyal
TEL-11077,71,Month-to-Month,5G,80.15,346,43,1,4,1,4.81,13.5,2,1,0.28159704013797116,At Risk
TEL-11078,57,1-Year,5G,53.9,630,25,1,1,0,10.86,4.5,0,1,0.017070117356485306,Loyal
TEL-11079,19,1-Year,4G,115.44,403,17,0,0,0,20.15,0.0,0,0,0.06546168312266246,Loyal
TEL-11080,5,Month-to-Month,4G,91.97,733,37,0,0,0,122.17,0.0,2,0,0.26878111093254875,Loyal
TEL-11081,5,Month-to-Month,4G,110.7,411,29,0,0,0,68.5,0.0,2,0,0.2955160426533635,Loyal
TEL-11082,47,Month-to-Month,4G,108.24,481,31,0,0,0,10.02,0.0,2,0,0.17590385930432262,Loyal
TEL-11083,65,1-Year,4G,86.19,703,26,0,1,0,10.65,3.0,0,0,0.028291017101296403,Loyal
TEL-11084,42,2-Year,4G,115.5,127,27,1,1,0,2.95,4.5,1,0,0.031138354643264168,Loyal
TEL-11085,9,Month-to-Month,4G,80.87,542,25,0,0,0,54.2,0.0,2,0,0.2603093039097869,Loyal
TEL-11086,62,Month-to-Month,4G,106.44,643,42,0,1,1,10.21,3.0,2,0,0.17920358913480616,Loyal
TEL-11087,65,Month-to-Month,4G,65.13,559,29,2,2,0,8.47,9.0,2,0,0.3512796945138468,At Risk
TEL-11088,34,Month-to-Month,4G,73.82,827,33,0,0,1,23.63,0.0,2,0,0.18441863566446867,Loyal
TEL-11089,52,1-Year,4G,85.49,459,31,7,0,1,8.66,10.5,0,0,0.1657309639169661,At Risk
TEL-11090,57,1-Year,4G,90.1,528,32,0,0,0,9.1,0.0,0,0,0.030634171656614275,Loyal
TEL-11091,71,2-Year,4G,24.91,523,37,0,3,0,7.26,9.0,1,0,0.13610164374198228,At Risk
TEL-11092,4,Month-to-Month,5G,111.32,433,24,0,0,0,86.6,0.0,2,1,0.13832212028761062,Loyal
TEL-11093,38,Month-to-Month,5G,21.54,414,37,0,0,0,10.62,0.0,2,1,0.06542892098745651,Loyal
TEL-11094,56,Month-to-Month,5G,84.35,447,42,1,0,0,7.84,1.5,2,1,0.0716042696748747,Loyal
TEL-11095,18,Month-to-Month,4G,87.78,164,38,1,0,0,8.63,1.5,2,0,0.2476596621264839,Loyal
TEL-11096,20,Month-to-Month,4G,93.88,427,14,0,0,0,20.33,0.0,2,0,0.2756644763477328,Loyal
TEL-11097,55,Month-to-Month,4G,111.66,638,13,3,0,0,11.39,4.5,2,0,0.17538572479261647,Loyal
TEL-11098,16,1-Year,5G,118.25,548,29,0,2,0,32.24,6.0,0,1,0.05566708979730045,Loyal
TEL-11099,23,Month-to-Month,5G,66.81,494,30,1,0,0,20.58,1.5,2,1,0.14744139330635864,Loyal
TEL-11100,31,Month-to-Month,4G,118.06,331,20,0,3,1,10.34,9.0,2,0,0.380999581712903,At Risk
TEL-11101,45,Month-to-Month,4G,45.52,594,26,0,0,1,12.91,0.0,2,0,0.1892575430030516,Loyal
TEL-11102,60,1-Year,5G,33.45,645,15,1,0,0,10.57,1.5,0,1,0.01944069816634473,Loyal
TEL-11103,61,Month-to-Month,5G,61.12,663,34,2,2,0,10.69,9.0,2,1,0.2340296111885285,At Risk
TEL-11104,8,1-Year,4G,30.97,536,18,0,0,0,59.56,0.0,0,0,0.05932623324133522,Loyal
TEL-11105,52,1-Year,5G,110.69,529,21,2,0,0,9.98,3.0,0,1,0.022633206177344344,Loyal
TEL-11106,18,Month-to-Month,4G,27.53,762,7,1,0,0,40.11,1.5,2,0,0.2647229974788528,Loyal
TEL-11107,17,1-Year,4G,79.88,455,24,0,1,0,25.28,3.0,0,0,0.0711949216802588,Loyal
TEL-11108,24,1-Year,4G,83.04,597,32,5,0,1,23.88,7.5,0,0,0.23982752701121945,Loyal
TEL-11109,13,2-Year,4G,47.85,551,24,0,1,0,39.36,3.0,1,0,0.06839789303495244,Loyal
TEL-11110,21,Month-to-Month,4G,36.56,596,18,4,0,1,27.09,6.0,2,0,0.32708917000508897,Loyal
TEL-11111,51,Month-to-Month,4G,112.42,252,28,1,1,0,4.85,4.5,2,0,0.17881556747897054,Loyal
TEL-11112,43,2-Year,4G,95.84,398,24,0,0,0,9.05,0.0,1,0,0.029640058495895034,Loyal
TEL-11113,21,1-Year,4G,36.7,434,24,1,2,0,19.73,7.5,0,0,0.19027957699555917,Loyal
TEL-11114,15,1-Year,5G,62.72,731,34,1,2,0,45.69,7.5,0,1,0.20343508955510325,Loyal
TEL-11115,19,1-Year,5G,68.82,629,19,2,0,0,31.45,3.0,0,1,0.0218684977002077,Loyal
TEL-11116,70,Month-to-Month,4G,51.65,366,47,0,3,0,5.15,9.0,2,0,0.333799510135994,At Risk
TEL-11117,61,Month-to-Month,5G,28.47,567,30,3,2,0,9.15,10.5,2,1,0.23264468366706467,At Risk
TEL-11118,19,Month-to-Month,4G,113.08,0,105,6,0,1,0.0,9.0,2,0,0.9858453838080032,Dormant
TEL-11119,42,Month-to-Month,5G,71.64,457,21,0,0,0,10.63,0.0,2,1,0.0683960325687728,Loyal
TEL-11120,53,1-Year,5G,57.33,455,31,0,0,0,8.43,0.0,0,1,0.015361042209626061,Loyal
TEL-11121,12,1-Year,4G,45.88,368,23,3,0,0,28.31,4.5,0,0,0.06390633010042858,Loyal
TEL-11122,69,Month-to-Month,4G,81.41,0,60,0,1,1,0.0,3.0,2,0,0.9824444444444445,At Risk
TEL-11123,50,Month-to-Month,5G,55.92,371,22,3,3,0,7.27,13.5,2,1,0.2409331437709004,At Risk
TEL-11124,3,Month-to-Month,4G,44.42,351,2,2,1,1,87.75,6.0,2,0,0.3454622998964967,Loyal
TEL-11125,27,2-Year,4G,79.67,604,11,0,0,1,21.57,0.0,1,0,0.0671421557910458,Loyal
TEL-11126,10,2-Year,4G,34.68,329,29,1,3,1,29.91,10.5,1,0,0.2675789629221533,At Risk
TEL-11127,63,Month-to-Month,4G,30.04,327,46,1,0,0,5.11,1.5,2,0,0.17063222915045134,Loyal
TEL-11128,68,Month-to-Month,4G,34.96,240,24,5,2,1,3.48,13.5,2,0,0.3323404161978853,At Risk
TEL-11129,3,Month-to-Month,5G,54.65,616,8,0,0,0,154.0,0.0,2,1,0.14944810182381307,Loyal
TEL-11130,26,2-Year,5G,60.07,727,29,0,0,0,26.93,0.0,1,1,0.018186709609620336,Loyal
TEL-11131,44,2-Year,4G,72.7,631,29,1,0,0,14.02,1.5,1,0,0.030827401558065307,Loyal
TEL-11132,17,1-Year,5G,28.4,308,17,6,1,0,17.11,12.0,0,1,0.1583691110126441,At Risk
TEL-11133,50,2-Year,4G,107.19,254,17,0,0,0,4.98,0.0,1,0,0.028524066671806573,Loyal
TEL-11134,64,Month-to-Month,5G,86.95,615,9,0,0,0,9.46,0.0,2,1,0.0666331649276864,Loyal
TEL-11135,6,Month-to-Month,4G,70.65,453,32,1,3,1,64.71,10.5,2,0,0.49877670533603113,At Risk
TEL-11136,52,Month-to-Month,4G,100.07,697,26,1,0,0,13.15,1.5,2,0,0.19528414910862615,Loyal
TEL-11137,57,Month-to-Month,4G,87.34,365,16,1,0,0,6.29,1.5,2,0,0.16582619519116232,Loyal
TEL-11138,7,1-Year,4G,90.67,428,33,0,0,0,53.5,0.0,0,0,0.06140784757879594,Loyal
TEL-11139,22,Month-to-Month,4G,106.81,549,18,2,0,0,23.87,3.0,2,0,0.2740079247520617,Loyal
TEL-11140,54,2-Year,4G,64.37,613,25,0,0,0,11.15,0.0,1,0,0.030159140073793944,Loyal
TEL-11141,1,Month-to-Month,5G,114.02,614,32,0,0,0,307.0,0.0,2,1,0.14218531316501107,Loyal
TEL-11142,62,Month-to-Month,5G,88.92,444,24,1,1,0,7.05,4.5,2,1,0.0733616545627323,Loyal
TEL-11143,48,1-Year,5G,47.61,558,12,3,1,0,11.39,7.5,0,1,0.09693345849787346,Loyal
TEL-11144,34,Month-to-Month,4G,31.26,328,36,1,0,0,9.37,1.5,2,0,0.1840334165827765,Loyal
TEL-11145,63,Month-to-Month,5G,102.77,786,18,6,2,1,12.28,15.0,2,1,0.32950470626975426,At Risk
TEL-11146,46,Month-to-Month,5G,35.05,517,35,0,0,0,11.0,0.0,2,1,0.07345623355956851,Loyal
TEL-11147,48,Month-to-Month,4G,36.58,571,20,7,0,0,11.65,10.5,2,0,0.38876481718305994,At Risk
TEL-11148,58,Month-to-Month,4G,74.42,520,32,3,1,0,8.81,7.5,2,0,0.32832064779490866,Loyal
TEL-11149,15,Month-to-Month,4G,49.69,429,38,0,1,0,26.81,3.0,2,0,0.272972866064751,Loyal
TEL-11150,45,2-Year,5G,32.8,384,34,7,0,0,8.35,10.5,1,1,0.06464738814958332,At Risk
TEL-11151,61,1-Year,4G,83.5,617,25,6,0,1,9.95,9.0,0,0,0.14467174748635328,At Risk
TEL-11152,13,Month-to-Month,4G,76.69,584,16,2,3,1,41.71,12.0,2,0,0.4941947521265383,At Risk
TEL-11153,52,Month-to-Month,4G,37.15,763,33,0,1,1,14.4,3.0,2,0,0.1895446498426737,Loyal
TEL-11154,70,1-Year,5G,55.34,411,34,1,0,0,5.79,1.5,0,1,0.018916783168011955,Loyal
TEL-11155,48,Month-to-Month,4G,96.2,474,26,4,0,0,9.67,6.0,2,0,0.20918702196312305,Loyal
TEL-11156,26,Month-to-Month,4G,110.8,519,21,1,1,0,19.22,4.5,2,0,0.1930518315378521,Loyal
TEL-11157,35,Month-to-Month,4G,61.92,459,9,0,0,1,12.75,0.0,2,0,0.20185617398560374,Loyal
TEL-11158,3,1-Year,4G,59.43,494,30,0,0,0,123.5,0.0,0,0,0.061731027084562184,Loyal
TEL-11159,15,Month-to-Month,4G,70.82,339,22,0,0,0,21.19,0.0,2,0,0.26913937410363714,Loyal
TEL-11160,30,2-Year,4G,85.01,578,23,1,0,0,18.65,1.5,1,0,0.030131976599851843,Loyal
TEL-11161,16,2-Year,5G,62.69,478,37,0,0,0,28.12,0.0,1,1,0.02526404504126494,Loyal
TEL-11162,66,Month-to-Month,4G,92.65,452,14,2,0,0,6.75,3.0,2,0,0.16653694217748286,Loyal
TEL-11163,17,Month-to-Month,4G,59.86,386,8,2,0,1,21.44,3.0,2,0,0.2634934537231343,Loyal
TEL-11164,38,2-Year,4G,109.65,487,23,0,0,0,12.49,0.0,1,0,0.02704567832831198,Loyal
TEL-11165,46,Month-to-Month,4G,106.23,425,18,0,1,0,9.04,3.0,2,0,0.17213356729710497,Loyal
TEL-11166,29,1-Year,4G,37.44,310,13,1,1,0,10.33,4.5,0,0,0.033323415397338206,Loyal
TEL-11167,65,Month-to-Month,4G,43.44,348,28,1,0,0,5.27,1.5,2,0,0.1681796536899856,Loyal
TEL-11168,21,1-Year,4G,77.01,702,39,4,0,0,31.91,6.0,0,0,0.11005094561917643,Loyal
TEL-11169,4,Month-to-Month,4G,42.77,477,19,0,0,0,95.4,0.0,2,0,0.2733533571553403,Loyal
TEL-11170,58,Month-to-Month,4G,85.91,498,21,0,0,0,8.44,0.0,2,0,0.17107907235684064,Loyal
TEL-11171,56,Month-to-Month,5G,98.04,465,32,0,0,0,8.16,0.0,2,1,0.06348734111143182,Loyal
TEL-11172,49,1-Year,4G,63.07,0,116,0,2,1,0.0,6.0,0,0,0.9912299465240642,Dormant
TEL-11173,45,Month-to-Month,5G,55.62,278,17,1,0,0,6.04,1.5,2,1,0.0763370901388412,Loyal
TEL-11174,18,2-Year,4G,105.71,602,22,0,2,0,31.68,6.0,1,0,0.10106983876444069,Loyal
TEL-11175,44,1-Year,4G,56.06,651,41,2,0,0,14.47,3.0,0,0,0.03888117108522947,Loyal
TEL-11176,17,1-Year,4G,68.11,426,5,0,0,0,23.67,0.0,0,0,0.06150554049835135,Loyal
TEL-11177,36,1-Year,4G,23.72,378,27,6,2,0,10.22,15.0,0,0,0.17270319749857196,At Risk
TEL-11178,10,1-Year,4G,54.65,388,36,0,0,0,35.27,0.0,0,0,0.06073985079602981,Loyal
TEL-11179,40,Month-to-Month,5G,97.85,469,39,0,1,0,11.44,3.0,2,1,0.07407967761665835,Loyal
TEL-11180,15,2-Year,4G,103.14,583,21,1,2,1,36.44,7.5,1,0,0.20509639262717239,Loyal
TEL-11181,20,Month-to-Month,4G,49.2,443,28,0,1,0,21.1,3.0,2,0,0.2721197771807493,Loyal
TEL-11182,34,Month-to-Month,4G,64.25,0,84,0,0,1,0.0,0.0,2,0,0.9917898832684824,Dormant
TEL-11183,48,Month-to-Month,4G,118.26,534,38,0,0,0,10.9,0.0,2,0,0.18325106212987,Loyal
TEL-11184,50,2-Year,4G,46.55,763,23,0,3,1,14.96,9.0,1,0,0.19826355848027594,At Risk
TEL-11185,68,Month-to-Month,4G,84.69,791,34,5,1,1,11.46,10.5,2,0,0.38486095035811824,At Risk
TEL-11186,23,Month-to-Month,4G,24.64,257,52,5,0,1,10.71,7.5,2,0,0.4669618953953404,Loyal
TEL-11187,39,Month-to-Month,5G,106.14,420,36,1,0,0,10.5,1.5,2,1,0.07075482562571828,Loyal
TEL-11188,5,Month-to-Month,4G,106.48,265,13,0,0,1,44.17,0.0,2,0,0.2886693775123519,Loyal
TEL-11189,58,2-Year,4G,87.85,706,49,3,0,0,11.97,4.5,1,0,0.03376617492107972,Loyal
TEL-11190,55,Month-to-Month,5G,34.17,750,41,0,0,0,13.39,0.0,2,1,0.07766652914687036,Loyal
TEL-11191,17,Month-to-Month,5G,42.68,591,27,3,0,1,32.83,4.5,2,1,0.18554754443552277,Loyal
TEL-11192,40,Month-to-Month,5G,68.19,503,28,0,0,0,12.27,0.0,2,1,0.06676376663109775,Loyal
TEL-11193,41,Month-to-Month,5G,35.96,547,21,1,0,0,13.02,1.5,2,1,0.07865889969367026,Loyal
TEL-11194,63,Month-to-Month,5G,94.35,529,37,0,0,0,8.27,0.0,2,1,0.07503165242362685,Loyal
TEL-11195,12,2-Year,5G,102.66,425,24,0,2,0,32.69,6.0,1,1,0.03705994313716342,Loyal
TEL-11196,40,1-Year,4G,109.28,688,40,3,1,0,16.78,7.5,0,0,0.11399463507430109,Loyal
TEL-11197,48,Month-to-Month,4G,69.28,323,23,0,0,0,6.59,0.0,2,0,0.1732879263746309,Loyal
TEL-11198,49,Month-to-Month,5G,76.0,558,28,0,0,0,11.16,0.0,2,1,0.06936798169406908,Loyal
TEL-11199,42,Month-to-Month,4G,71.85,252,30,0,1,0,5.86,3.0,2,0,0.17355112749295457,Loyal
TEL-11200,46,2-Year,5G,32.85,417,29,4,0,0,8.87,6.0,1,1,0.02036910057366034,Loyal
TEL-11201,29,Month-to-Month,4G,66.67,669,27,1,0,0,22.3,1.5,2,0,0.1725021325456861,Loyal
TEL-11202,5,Month-to-Month,5G,42.65,649,36,1,0,1,108.17,1.5,2,1,0.23665799206110047,Loyal
TEL-11203,30,Month-to-Month,5G,61.3,561,23,0,0,0,18.1,0.0,2,1,0.06667503613144005,Loyal
TEL-11204,58,Month-to-Month,4G,34.29,456,38,0,0,0,7.73,0.0,2,0,0.1746041734442197,Loyal
TEL-11205,61,1-Year,4G,75.85,383,21,0,0,0,6.18,0.0,0,0,0.028591574503691083,Loyal
TEL-11206,37,1-Year,5G,88.01,526,33,0,0,0,13.84,0.0,0,1,0.0161886592111483,Loyal
TEL-11207,1,Month-to-Month,4G,51.82,700,27,2,3,1,350.0,12.0,2,0,0.3857151815457489,At Risk
TEL-11208,40,Month-to-Month,5G,22.68,377,43,1,2,0,9.2,7.5,2,1,0.25923306137764046,Loyal
TEL-11209,51,Month-to-Month,4G,40.74,370,17,2,0,0,7.12,3.0,2,0,0.1670497478599187,Loyal
TEL-11210,25,1-Year,4G,82.89,572,31,3,3,0,22.0,13.5,0,0,0.22381162448861044,At Risk
TEL-11211,54,2-Year,4G,23.66,249,42,4,0,0,4.53,6.0,1,0,0.06534650799736837,Loyal
TEL-11212,16,2-Year,4G,51.2,473,29,0,3,0,27.82,9.0,1,0,0.23048911027664407,At Risk
TEL-11213,66,2-Year,4G,69.05,143,20,0,1,0,2.13,3.0,1,0,0.0236935275556599,Loyal
TEL-11214,3,2-Year,5G,32.81,229,28,0,0,0,57.25,0.0,1,1,0.028888422357953972,Loyal
TEL-11215,57,Month-to-Month,4G,112.19,408,33,1,1,1,7.03,4.5,2,0,0.17528658799909938,Loyal
TEL-11216,19,Month-to-Month,4G,50.97,342,17,4,1,0,17.1,9.0,2,0,0.44061301242001,At Risk
TEL-11217,15,1-Year,4G,71.78,556,49,0,0,0,34.75,0.0,0,0,0.06421361200317152,Loyal
TEL-11218,6,Month-to-Month,4G,85.46,458,23,5,1,1,65.43,10.5,2,0,0.488169935348982,At Risk
TEL-11219,62,1-Year,5G,49.22,513,35,2,0,0,8.14,3.0,0,1,0.016339008684952326,Loyal
TEL-11220,69,Month-to-Month,5G,92.04,0,60,1,0,1,0.0,1.5,2,1,0.9824444444444445,At Risk
TEL-11221,49,Month-to-Month,4G,67.35,615,34,2,3,0,12.3,12.0,2,0,0.4038697283694869,At Risk
TEL-11222,10,Month-to-Month,4G,61.58,503,27,0,1,0,45.73,3.0,2,0,0.262985726574423,Loyal
TEL-11223,59,1-Year,4G,44.33,477,32,2,1,0,7.95,6.0,0,0,0.05232477188490938,Loyal
TEL-11224,31,Month-to-Month,5G,95.34,473,20,2,0,0,14.78,3.0,2,1,0.078698139966064,Loyal
TEL-11225,33,Month-to-Month,5G,42.28,697,38,2,0,0,20.5,3.0,2,1,0.09879023046874864,Loyal
TEL-11226,61,1-Year,4G,20.92,465,26,3,0,0,7.5,4.5,0,0,0.032167017004990965,Loyal
TEL-11227,1,Month-to-Month,4G,30.28,524,20,0,0,0,262.0,0.0,2,0,0.2491628302669056,Loyal
TEL-11228,10,2-Year,4G,48.7,500,36,0,0,0,45.45,0.0,1,0,0.0604902567035246,Loyal
TEL-11229,18,Month-to-Month,5G,103.11,468,31,2,0,0,24.63,3.0,2,1,0.13373775304145497,Loyal
TEL-11230,30,Month-to-Month,5G,89.08,312,30,1,0,0,10.06,1.5,2,1,0.06610982084659346,Loyal
TEL-11231,3,Month-to-Month,4G,68.87,380,10,1,2,1,95.0,7.5,2,0,0.43844008830465087,Loyal
TEL-11232,42,Month-to-Month,4G,35.28,401,29,0,0,0,9.33,0.0,2,0,0.1795474405614021,Loyal
TEL-11233,37,Month-to-Month,4G,53.03,291,30,0,0,0,7.66,0.0,2,0,0.1711141658635081,Loyal
